trip_id,train_number,date_trip,stop_sequence,stop_id,stop_name,arrival_th,departure_th,arrival_delay_s,departure_delay_s,arrival_real,departure_real,retard_s,train_status,updated_at,retard_m
,9896,20260714,4,StopPoint:OCETGV INOUI-87723197,Lyon Part Dieu,17:51:00,18:00:00,0,0,17:51:00,18:00:00,0,upcoming,1776087043,0.0
,9896,20260714,5,StopPoint:OCETGV INOUI-87725002,Chalon-sur-Saône,19:03:00,19:06:00,0,0,19:03:00,19:06:00,0,upcoming,1776087043,0.0
,9896,20260714,6,StopPoint:OCETGV INOUI-87713040,Dijon,19:40:00,19:50:00,0,0,19:40:00,19:50:00,0,upcoming,1776087043,0.0
,9896,20260714,7,StopPoint:OCETGV INOUI-87300863,Besançon Franche-Comté TGV,20:17:00,20:20:00,0,0,20:17:00,20:20:00,0,upcoming,1776087043,0.0
,9896,20260714,8,StopPoint:OCETGV INOUI-87300822,Belfort - Montbéliard TGV,20:41:00,20:46:00,0,0,20:41:00,20:46:00,0,upcoming,1776087043,0.0
,9896,20260714,9,StopPoint:OCETGV INOUI-87182063,Mulhouse,21:08:00,21:12:00,0,0,21:08:00,21:12:00,0,upcoming,1776087043,0.0
,9896,20260714,10,StopPoint:OCETGV INOUI-87212027,Strasbourg,22:07:00,22:14:00,0,0,22:07:00,22:14:00,0,upcoming,1776087043,0.0
,9896,20260714,11,StopPoint:OCETGV INOUI-87192039,Metz,23:02:00,23:07:00,0,0,23:02:00,23:07:00,0,upcoming,1776087043,0.0
,9896,20260714,12,StopPoint:OCETGV INOUI-87191007,Thionville,23:24:00,23:26:00,0,0,23:24:00,23:26:00,0,upcoming,1776087043,0.0
,9896,20260714,13,StopPoint:OCETGV INOUI-82001000,Luxembourg,23:49:00,23:49:00,0,0,23:49:00,23:49:00,0,upcoming,1776087043,0.0
,9898,20260715,0,StopPoint:OCETGV INOUI-87773002,Montpellier Saint-Roch,06:29:00,06:29:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,1,StopPoint:OCETGV INOUI-87775007,Nîmes Centre,06:54:00,06:57:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,2,StopPoint:OCETGV INOUI-87763029,Valence TGV Rhône-Alpes Sud,07:43:00,07:48:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,3,StopPoint:OCETGV INOUI-87723197,Lyon Part Dieu,08:24:00,08:32:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,4,StopPoint:OCETGV INOUI-87713040,Dijon,09:57:00,10:07:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,5,StopPoint:OCETGV INOUI-87300863,Besançon Franche-Comté TGV,10:34:00,10:36:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,6,StopPoint:OCETGV INOUI-87300822,Belfort - Montbéliard TGV,10:57:00,10:59:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,7,StopPoint:OCETGV INOUI-87182063,Mulhouse,11:21:00,11:24:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,8,StopPoint:OCETGV INOUI-87182014,Colmar,11:49:00,11:52:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,9,StopPoint:OCETGV INOUI-87212027,Strasbourg,12:24:00,12:31:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,10,StopPoint:OCETGV INOUI-87192039,Metz,13:24:00,13:29:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,11,StopPoint:OCETGV INOUI-87191007,Thionville,13:48:00,13:51:00,0,0,,,0,finished,1776087043,0.0
,9898,20260715,12,StopPoint:OCETGV INOUI-82001000,Luxembourg,14:15:00,14:15:00,0,0,,,0,finished,1776087043,0.0
